state,city,origin,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,avg5years,pct_change_2018_vs_5yr_average
Vermont,Burlington,Ethiopia,0,0,0,0,0,0,0,0,2,0,0.4,-100
Vermont,Burlington,Sudan,0,0,1,0,1,0,0,0,1,0,0.4,-100
Vermont,Essex Junction,Nepal,0,0,0,0,0,0,2,0,0,0,0.4,-100
Vermont,South Burlington,Dem. Rep. Congo,0,0,0,0,0,0,0,1,1,0,0.4,-100
Virginia,Alexandria,Honduras,0,0,0,0,0,0,0,0,2,0,0.4,-100
Virginia,Annandale,Somalia,0,0,6,0,0,1,1,0,0,0,0.4,-100
Virginia,Arlington,Eritrea,0,1,3,4,2,0,0,0,0,0,0.4,-100
Virginia,Burke,Colombia,0,0,0,0,2,0,0,0,0,0,0.4,-100
Virginia,Cave Spring,Iran,0,0,0,0,0,0,0,2,0,0,0.4,-100
Virginia,Centreville,Burma,0,0,0,0,0,0,2,0,0,0,0.4,-100
Virginia,Centreville,Syria,0,0,0,0,2,0,0,0,0,0,0.4,-100
Virginia,Charlottesville,Kenya,0,0,0,4,0,2,0,0,0,0,0.4,-100
Virginia,Fairfax,Afghanistan,3,0,6,0,2,0,0,0,0,0,0.4,-100
Virginia,Fairfax,China,0,0,0,0,0,0,1,1,0,0,0.4,-100
Virginia,Falls Church,Dem. Rep. Congo,0,5,0,0,0,0,2,0,0,0,0.4,-100
Virginia,Falls Church,Honduras,0,0,0,0,0,0,0,1,1,0,0.4,-100
Virginia,Hampton,Bhutan,59,35,69,36,2,0,0,0,0,0,0.4,-100
Virginia,Harrisonburg,Honduras,0,0,0,0,0,0,0,2,0,0,0.4,-100
Virginia,Henrico,Cuba,0,0,0,0,0,2,0,0,0,0,0.4,-100
Virginia,Herndon,Eritrea,0,0,0,0,0,0,0,0,2,0,0.4,-100
Virginia,Lynchburg,Iran,0,0,0,0,0,0,0,2,0,0,0.4,-100
Virginia,Manassas Park,El Salvador,0,0,0,0,0,0,0,1,1,1,0.4,150
Virginia,Mclean,Iran,0,0,0,0,0,0,2,0,0,0,0.4,-100
Virginia,Mount Crawford,Iraq,0,0,0,0,0,0,2,0,0,0,0.4,-100
Virginia,Oakton,Iran,0,0,0,0,0,0,0,2,0,0,0.4,-100
Virginia,Rice,Iraq,0,0,0,0,0,0,0,2,0,0,0.4,-100
Virginia,Richmond,Cambodia,0,0,0,0,0,2,0,0,0,0,0.4,-100
Virginia,Richmond,Russia,0,4,0,0,0,0,0,2,0,0,0.4,-100
Virginia,Stephens City,Iran,4,0,0,0,0,2,0,0,0,0,0.4,-100
Virginia,Sterling,Syria,0,0,0,0,0,0,0,0,2,0,0.4,-100
Virginia,Triangle,El Salvador,0,0,0,0,0,0,0,0,2,0,0.4,-100
Virginia,Triangle,Pakistan,0,0,0,0,0,0,1,1,0,0,0.4,-100
Virginia,Vienna,Honduras,0,0,0,0,0,0,0,2,0,0,0.4,-100
Virginia,Virginia Beach,Iran,0,2,0,5,1,1,0,0,0,0,0.4,-100
Virginia,Virginia Beach,Rwanda,0,0,0,0,0,0,2,0,0,0,0.4,-100
Virginia,Woodbridge,Bhutan,33,2,3,4,2,0,0,0,0,0,0.4,-100
Washington,Bellingham,Iran,0,0,0,0,2,0,0,0,0,0,0.4,-100
Washington,Covington,Somalia,0,0,0,0,2,0,0,0,0,0,0.4,-100
Washington,Edmonds,Ukraine,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Everett,Eritrea,0,0,0,0,0,0,2,0,0,0,0.4,-100
Washington,Federal Way,Belarus,15,2,2,4,0,0,2,0,0,0,0.4,-100
Washington,Federal Way,Kazakhstan,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Fife,Iraq,0,0,0,0,0,2,0,0,0,0,0.4,-100
Washington,Graham,Ukraine,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Kent,Afghanistan,6,0,8,0,0,0,1,0,1,0,0.4,-100
Washington,Kent,Nepal,0,0,0,0,1,0,0,1,0,0,0.4,-100
Washington,Kent,Philippines,0,0,0,0,0,0,0,0,2,0,0.4,-100
Washington,Kent,Uganda,0,0,0,0,2,0,0,0,0,0,0.4,-100
Washington,Kent,Vietnam,5,6,0,0,0,0,0,2,0,0,0.4,-100
Washington,Kirkland,Uzbekistan,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Lake Tapps,Russia,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Mountlake Terrace,Ukraine,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Pasco,Moldova,4,0,0,0,0,0,0,0,2,0,0.4,-100
Washington,Puyallup,Iran,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Renton,Belarus,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Renton,Somalia,1,0,2,0,1,0,0,0,1,0,0.4,-100
Washington,Roy,Moldova,0,0,0,0,0,0,0,0,2,0,0.4,-100
Washington,Sammamish,Ukraine,0,0,0,0,0,0,0,0,2,0,0.4,-100
Washington,Seatac,Eritrea,0,1,0,2,2,0,0,0,0,1,0.4,150
Washington,Seattle,El Salvador,0,0,0,0,0,0,0,1,1,0,0.4,-100
Washington,Seattle,Republic of South Sudan,0,0,0,0,0,2,0,0,0,0,0.4,-100
Washington,Snohomish,Ukraine,0,0,0,0,0,0,0,0,2,0,0.4,-100
Washington,Spokane,Cameroon,0,0,0,0,0,0,0,0,2,0,0.4,-100
Washington,Spokane,China,0,0,0,0,0,0,1,0,1,1,0.4,150
Washington,Steilacoom,Iran,0,0,0,0,0,0,2,0,0,0,0.4,-100
Washington,Tacoma,Iran,0,0,0,0,0,2,0,0,0,0,0.4,-100
Washington,Vancouver,Afghanistan,0,0,0,0,0,0,0,0,2,0,0.4,-100
Washington,Vancouver,Dem. Rep. Congo,0,0,0,0,0,0,0,0,2,0,0.4,-100
Washington,Vancouver,Ethiopia,0,0,0,0,0,0,0,2,0,0,0.4,-100
Washington,Yakima,Iraq,0,0,0,0,0,2,0,0,0,0,0.4,-100
West Virginia,Charleston,Iraq,5,7,0,0,0,1,0,0,1,0,0.4,-100
West Virginia,Moorefield,Ethiopia,0,0,0,0,0,0,2,0,0,0,0.4,-100
Wisconsin,Madison,Afghanistan,0,0,2,1,0,0,0,2,0,4,0.4,900
Wisconsin,Madison,Ethiopia,0,0,0,0,0,0,1,1,0,0,0.4,-100
Wisconsin,Madison,Iran,0,0,0,0,0,0,0,0,2,0,0.4,-100
Wisconsin,Milwaukee,Belarus,0,1,0,0,0,0,2,0,0,0,0.4,-100
Wisconsin,Prairie Du Chien,Vietnam,0,0,0,0,0,0,0,0,2,0,0.4,-100
Alabama,Dadeville,Iraq,0,0,0,0,1,0,0,0,0,0,0.2,-100
Alabama,Guntersville,Ethiopia,0,0,0,0,0,0,0,1,0,0,0.2,-100
Alabama,Mobile,Ivory Coast,0,0,0,0,0,0,1,0,0,0,0.2,-100
Alabama,Theodore,Cuba,0,0,0,0,1,0,0,0,0,0,0.2,-100
Alabama,Theodore,Iraq,0,0,0,0,0,0,0,0,1,0,0.2,-100
Alaska,Anchorage,Iran,2,2,0,0,0,1,0,0,0,0,0.2,-100
Alaska,Fairbanks,Russia,0,0,0,0,0,0,1,0,0,0,0.2,-100
Alaska,Jber,Iraq,0,0,0,0,1,0,0,0,0,0,0.2,-100
Arizona,Buckeye,Iraq,0,4,0,0,0,0,0,1,0,0,0.2,-100
Arizona,Chandler,"Korea, North",0,0,0,3,1,0,0,0,0,0,0.2,-100
Arizona,Flagstaff,Burma,0,0,0,0,0,0,1,0,0,0,0.2,-100
Arizona,Glendale,China,0,0,0,0,0,0,0,1,0,0,0.2,-100
Arizona,Glendale,Guinea,0,0,0,0,0,0,0,0,1,0,0.2,-100
Arizona,Glendale,Jordan,0,0,0,0,0,0,0,1,0,0,0.2,-100
Arizona,Glendale,Uganda,0,0,0,0,0,0,0,1,0,0,0.2,-100
Arizona,Goodyear,Iran,0,0,1,0,1,0,0,0,0,0,0.2,-100
Arizona,Mesa,Somalia,10,0,0,5,0,0,1,0,0,0,0.2,-100
Arizona,Peoria,Afghanistan,0,0,0,0,1,0,0,0,0,0,0.2,-100
Arizona,Peoria,Burma,0,1,0,0,1,0,0,0,0,0,0.2,-100
Arizona,Phoenix,Chad,6,2,0,5,0,0,1,0,0,0,0.2,-100
Arizona,Phoenix,Guinea,0,0,0,0,1,0,0,0,0,2,0.2,900
Arizona,Phoenix,Russia,0,0,0,0,0,1,0,0,0,0,0.2,-100
Arizona,Phoenix,Senegal,0,0,0,0,0,0,1,0,0,1,0.2,400
Arizona,Phoenix,Sri Lanka (Ceylon),0,3,1,1,1,0,0,0,0,0,0.2,-100
Arizona,Queen Creek,Iraq,14,9,0,3,1,0,0,0,0,0,0.2,-100
Arizona,Surprise,Cuba,0,0,0,0,0,0,1,0,0,0,0.2,-100
Arizona,Tempe,Palestine,0,0,0,0,1,0,0,0,0,0,0.2,-100
Arizona,Tucson,Liberia,7,0,0,0,1,0,0,0,0,0,0.2,-100
Arizona,Tucson,Russia,1,0,0,0,0,1,0,0,0,0,0.2,-100
Arizona,Tucson,Senegal,0,0,0,0,0,0,0,0,1,0,0.2,-100
Arkansas,Phoenix,Afghanistan,0,0,0,0,0,0,0,0,1,0,0.2,-100
Arkansas,Springdale,El Salvador,0,0,0,0,0,0,0,1,0,0,0.2,-100
Arkansas,Springdale,Iraq,0,1,0,3,0,1,0,0,0,0,0.2,-100
California,Albany,Iran,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Anaheim,Guatemala,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Anaheim,Pakistan,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Antioch,El Salvador,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Arleta,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Auburn,Afghanistan,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Auburn,Burma,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Azusa,Iraq,0,4,0,0,1,0,0,0,0,0,0.2,-100
California,Bakersfield,El Salvador,0,0,0,0,0,0,0,0,1,6,0.2,2900
California,Bakersfield,Iran,0,1,0,0,1,0,0,0,0,0,0.2,-100
California,Bellflower,Eritrea,0,4,0,0,0,0,1,0,0,0,0.2,-100
California,Berkeley,Iran,6,0,2,2,0,1,0,0,0,0,0.2,-100
California,Berkeley,Iraq,5,2,2,0,0,1,0,0,0,0,0.2,-100
California,Buena Park,Afghanistan,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Burbank,Russia,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Calabasas,Iran,5,3,3,0,0,0,0,0,1,0,0.2,-100
California,Campbell,Ethiopia,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Campbell,Iran,18,10,14,0,1,0,0,0,0,0,0.2,-100
California,Campbell,Sierra Leone,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Canyon Country,Syria,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Carmichael,Cuba,5,0,3,0,0,1,0,0,0,0,0.2,-100
California,Carmichael,Dem. Rep. Congo,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Carmichael,Eritrea,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Castro Valley,Russia,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Chico,Russia,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Compton,Honduras,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Corning,Russia,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Corona,Afghanistan,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Corona,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Cupertino,Iran,3,0,1,2,1,0,0,0,0,0,0.2,-100
California,Cypress,Iran,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Dana Point,Iran,0,0,2,2,1,0,0,0,0,0,0.2,-100
California,Davis,Afghanistan,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Davis,Iran,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Diamond Bar,Burma,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Downey,Iran,6,2,0,0,0,0,1,0,0,0,0.2,-100
California,Dublin,Iraq,6,0,3,0,0,0,0,1,0,0,0.2,-100
California,El Cajon,Bulgaria,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,El Cajon,Cuba,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,El Monte,Burma,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,El Monte,Cuba,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,El Segundo,Iran,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,El Sobrante,Eritrea,0,0,1,0,1,0,0,0,0,0,0.2,-100
California,Encinitas,Iran,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Fairfield,Iran,0,1,0,0,1,0,0,0,0,0,0.2,-100
California,Fontana,Honduras,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Foothill Ranch,Iraq,0,0,0,3,1,0,0,0,0,0,0.2,-100
California,Fort Irwin,Iran,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Fullerton,Ivory Coast,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Fullerton,Pakistan,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Garden Grove,Afghanistan,6,0,0,0,0,0,0,1,0,0,0.2,-100
California,Garden Grove,China,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Garden Grove,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Garden Grove,Nepal,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Garden Grove,Sudan,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Gardena,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Gardena,Ivory Coast,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Glendale,Egypt,0,0,1,0,0,0,0,0,1,0,0.2,-100
California,Glendale,South Africa,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Glendale,Uzbekistan,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Granite Bay,Moldova,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Hawthorne,Somalia,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Hayward,Eritrea,1,1,1,1,0,1,0,0,0,1,0.2,400
California,Highland,Syria,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,La Crescenta,Armenia,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,La Quinta,Iran,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Lafayette,Dem. Rep. Congo,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Laguna Hills,Iran,0,0,2,0,1,0,0,0,0,0,0.2,-100
California,Laguna Woods,Iraq,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Lancaster,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Lemon Grove,Somalia,0,6,0,0,0,0,0,1,0,0,0.2,-100
California,Linda,Russia,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Livermore,Iran,1,0,0,0,1,0,0,0,0,0,0.2,-100
California,Loma Linda,Iraq,2,0,0,0,0,1,0,0,0,0,0.2,-100
California,Long Beach,Guatemala,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Long Beach,Iran,1,3,2,0,0,0,0,1,0,0,0.2,-100
California,Los Altos Hills,Iran,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Los Angeles,Egypt,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Los Angeles,Uzbekistan,2,7,0,0,0,0,0,0,1,2,0.2,900
California,Los Gatos,Burma,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Los Gatos,China,0,0,0,1,1,0,0,0,0,0,0.2,-100
California,Marina,Sri Lanka (Ceylon),0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Marina Del Rey,Ukraine,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Mentone,Iraq,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Milpitas,Iraq,7,3,3,0,1,0,0,0,0,0,0.2,-100
California,Mission Viejo,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Modesto,Ethiopia,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Montclair,Pakistan,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Moraga,Iran,0,0,1,0,0,0,0,1,0,0,0.2,-100
California,Morro Bay,Iraq,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Newhall,Iraq,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,North Highlands,Iran,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Oakland,"Korea, North",0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Oakland,Russia,0,0,0,0,0,0,0,0,1,8,0.2,3900
California,Oakland,Sierra Leone,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Oakland,Tunisia,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Oceanside,Burma,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Ontario,El Salvador,0,0,0,0,0,0,0,0,1,3,0.2,1400
California,Palm Springs,Iran,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Palmdale,Syria,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Panorama City,El Salvador,0,0,0,0,0,0,0,0,1,2,0.2,900
California,Paramount,El Salvador,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Paso Robles,Iraq,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Placentia,Iran,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Playa Del Rey,Iraq,0,0,1,0,1,0,0,0,0,0,0.2,-100
California,Pleasant Hill,Iran,0,6,2,0,0,0,0,1,0,0,0.2,-100
California,Porterville,Syria,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Rancho Cucamonga,Iran,0,0,1,0,1,0,0,0,0,0,0.2,-100
California,Rancho Palos Verdes,Iraq,12,0,0,0,1,0,0,0,0,0,0.2,-100
California,Redlands,Burma,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Riverside,El Salvador,0,0,0,0,0,0,0,0,1,2,0.2,900
California,Roseville,Kazakhstan,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Sacramento,Jordan,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Sacramento,Kuwait,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Salinas,Syria,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,San Bruno,Syria,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,San Clemente,Iran,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,San Diego,Cameroon,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,San Diego,Ivory Coast,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,San Diego,Jordan,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,San Francisco,China,0,0,5,0,1,0,0,0,0,0,0.2,-100
California,San Gabriel,Iran,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,San Jose,Bangladesh,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,San Jose,Pakistan,1,0,0,0,0,0,0,1,0,1,0.2,400
California,San Jose,Palestine,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,San Jose,Sri Lanka (Ceylon),0,0,0,0,0,1,0,0,0,0,0.2,-100
California,San Leandro,Liberia,0,0,1,0,1,0,0,0,0,0,0.2,-100
California,San Mateo,Iran,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,San Pablo,Burma,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Santa Ana,Jordan,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Santa Clara,Iran,8,0,0,0,1,0,0,0,0,0,0.2,-100
California,Santa Maria,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Santa Rosa,Burma,1,0,0,0,1,0,0,0,0,0,0.2,-100
California,Sausalito,Iraq,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Seaside,Iraq,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Stockton,Vietnam,3,3,0,0,1,0,0,0,0,0,0.2,-100
California,Sunland-Tujunga,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Sunnyvale,Burma,0,0,1,0,1,0,0,0,0,0,0.2,-100
California,Sunnyvale,China,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Sunnyvale,Iraq,21,5,5,9,0,0,0,1,0,0,0.2,-100
California,Thousand Oaks,Syria,0,0,0,0,0,0,0,1,0,0,0.2,-100
California,Upland,Cuba,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Vacaville,Iraq,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Van Nuys,Guatemala,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Victorville,Cuba,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Victorville,Iraq,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Walnut,Burma,0,0,0,0,1,0,0,0,0,0,0.2,-100
California,Walnut Creek,Belarus,0,0,0,0,0,1,0,0,0,1,0.2,400
California,Walnut Creek,Burundi,0,0,0,0,0,1,0,0,0,0,0.2,-100
California,Walnut Creek,Georgia,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,West Covina,Guatemala,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,West Hollywood,Iran,0,1,1,0,0,1,0,0,0,0,0.2,-100
California,West Sacramento,Pakistan,0,0,0,0,0,0,1,0,0,0,0.2,-100
California,Westminster,Iran,1,0,0,0,1,0,0,0,0,0,0.2,-100
California,Whittier,Iraq,5,0,0,0,0,0,1,0,0,0,0.2,-100
California,Winnetka,Guatemala,0,0,0,0,0,0,0,0,1,0,0.2,-100
California,Winnetka,Honduras,0,0,0,0,0,0,0,1,0,0,0.2,-100
Colorado,Aurora,Georgia,0,0,0,0,0,0,0,1,0,0,0.2,-100
Colorado,Aurora,Senegal,0,0,0,0,0,0,0,1,0,0,0.2,-100
Colorado,Boulder,Burma,5,0,0,0,0,1,0,0,0,0,0.2,-100
Colorado,Broomfield,Iran,0,0,0,0,1,0,0,0,0,0,0.2,-100
Colorado,Colorado Springs,Russia,0,0,5,0,0,0,0,1,0,0,0.2,-100
Colorado,Colorado Springs,Sri Lanka (Ceylon),0,0,0,0,0,0,1,0,0,0,0.2,-100
Colorado,Colorado Springs,Syria,0,0,0,0,0,1,0,0,0,0,0.2,-100
Colorado,Denver,Canada,0,0,0,0,1,0,0,0,0,0,0.2,-100
Colorado,Denver,Guatemala,0,0,0,0,0,0,0,0,1,0,0.2,-100
Colorado,Denver,Liberia,0,1,0,0,0,1,0,0,0,0,0.2,-100
Colorado,Denver,Libya,0,0,1,0,1,0,0,0,0,0,0.2,-100
Colorado,Denver,Mali,0,0,0,0,0,0,0,0,1,0,0.2,-100
Colorado,Denver,Saudi Arabia,0,0,0,0,0,0,1,0,0,0,0.2,-100
Colorado,Denver,Senegal,0,0,0,2,0,0,1,0,0,0,0.2,-100
Colorado,Denver,Zimbabwe,0,5,0,0,0,0,1,0,0,1,0.2,400
Colorado,Englewood,Iran,0,0,0,0,0,1,0,0,0,0,0.2,-100
Colorado,Fort Collins,Iraq,6,3,0,0,1,0,0,0,0,0,0.2,-100
Colorado,Fort Morgan,Congo,0,0,0,0,0,1,0,0,0,0,0.2,-100
Colorado,Greeley,Uganda,0,0,0,0,0,0,1,0,0,0,0.2,-100
Colorado,Lakewood,Cuba,0,0,0,0,0,1,0,0,0,0,0.2,-100
Colorado,Lakewood,Ukraine,0,0,0,0,0,0,0,1,0,0,0.2,-100
Colorado,Lakewood,Yemen,0,0,0,0,0,0,0,0,1,0,0.2,-100
Colorado,Littleton,Burma,0,6,4,0,1,0,0,0,0,0,0.2,-100
Colorado,Thornton,Burma,4,0,0,0,0,1,0,0,0,0,0.2,-100
Colorado,Thornton,Iraq,3,0,0,0,1,0,0,0,0,0,0.2,-100
Colorado,Westminster,Iraq,0,0,0,0,1,0,0,0,0,0,0.2,-100
Colorado,Westminster,Ukraine,0,0,0,0,0,1,0,0,0,0,0.2,-100
Connecticut,Branford,Iran,0,0,0,0,0,0,1,0,0,0,0.2,-100
Connecticut,Bridgeport,Central African Republic,0,0,0,0,0,0,1,0,0,0,0.2,-100
Connecticut,Bridgeport,Cuba,7,0,0,0,0,1,0,0,0,0,0.2,-100
Connecticut,Bridgeport,Honduras,0,0,0,0,0,0,0,0,1,0,0.2,-100
Connecticut,Bridgeport,Iran,0,0,0,0,0,0,0,0,1,0,0.2,-100
Connecticut,Bridgeport,Russia,0,0,0,0,1,0,0,0,0,0,0.2,-100
Connecticut,Brookfield,Iraq,0,0,0,0,0,1,0,0,0,0,0.2,-100
Connecticut,Meriden,Liberia,0,0,0,0,0,1,0,0,0,0,0.2,-100
Connecticut,Naugatuck,Dem. Rep. Congo,0,0,0,0,1,0,0,0,0,0,0.2,-100
Connecticut,New Fairfield,Iraq,3,1,0,2,0,1,0,0,0,0,0.2,-100
Connecticut,New Haven,Senegal,0,0,0,0,1,0,0,0,0,0,0.2,-100
Connecticut,New Haven,United Kingdom,0,0,0,0,0,1,0,0,0,0,0.2,-100
Connecticut,Southington,Burma,0,0,0,0,0,0,0,1,0,0,0.2,-100
Connecticut,Suffield,Somalia,0,0,0,0,1,0,0,0,0,0,0.2,-100
Connecticut,West Haven,Eritrea,0,0,0,0,1,0,0,0,0,0,0.2,-100
Connecticut,West Haven,Iran,0,0,0,0,1,0,0,0,0,0,0.2,-100
District of Columbia,Washington,Burma,2,0,0,0,0,1,0,0,0,0,0.2,-100
District of Columbia,Washington,El Salvador,0,0,0,0,0,0,0,1,0,0,0.2,-100
District of Columbia,Washington,Ethiopia,1,1,5,0,1,0,0,0,0,0,0.2,-100
District of Columbia,Washington,Iran,1,2,0,0,0,0,1,0,0,0,0.2,-100
District of Columbia,Washington,Ivory Coast,0,0,0,0,0,1,0,0,0,0,0.2,-100
District of Columbia,Washington,Uganda,0,0,0,0,0,0,1,0,0,0,0.2,-100
Florida,Apopka,Belarus,0,0,0,0,0,0,1,0,0,0,0.2,-100
Florida,Atlantic Beach,Burma,0,0,0,0,0,0,1,0,0,0,0.2,-100
Florida,Boynton Beach,Burma,0,0,0,0,0,0,1,0,0,0,0.2,-100
Florida,Brooksville,Cuba,0,0,0,0,0,0,1,0,0,0,0.2,-100
Florida,Cape Coral,Burma,0,0,0,1,0,1,0,0,0,0,0.2,-100
Florida,Clearwater,Burundi,0,0,0,0,0,0,1,0,0,0,0.2,-100
Florida,Clearwater,Honduras,0,0,0,0,0,0,0,0,1,0,0.2,-100
Florida,Clearwater,United Arab Emirates,0,0,0,0,0,0,0,1,0,0,0.2,-100
Florida,Coconut Creek,Iraq,0,0,0,0,0,1,0,0,0,0,0.2,-100
Florida,Crestview,Burma,0,0,3,0,1,0,0,0,0,0,0.2,-100
Florida,Cutler Bay,Iran,0,0,0,0,0,0,1,0,0,0,0.2,-100
Florida,Davie,Honduras,0,0,0,0,0,0,0,0,1,0,0.2,-100
Florida,Delray Beach,El Salvador,0,0,0,0,0,0,0,0,1,0,0.2,-100
Florida,Delray Beach,Russia,0,0,0,0,0,0,0,0,1,3,0.2,1400
Florida,Fort Lauderdale,El Salvador,0,0,0,0,0,0,0,1,0,0,0.2,-100
Florida,Fort Lauderdale,Iran,0,0,0,0,0,1,0,0,0,0,0.2,-100
Florida,Fort Walton Beach,Burma,0,0,0,0,1,0,0,0,0,0,0.2,-100
Florida,Frostproof,Cuba,0,0,0,0,0,1,0,0,0,0,0.2,-100
